source_file,date,duration,map,mode,result,game_id,team_id,team_total_kills,team_total_deaths,team_total_assists,team_total_gold,team_kda,summoner_name,level,champion,champion_korean,kills,deaths,assists,cs,gold,kda_ratio
lol-naejeon-app,2026/04/03,,칼바람 나락,사용자 설정,LOSE,27,2,,,,,,그리,,Senna,세나,,,,,,
lol-naejeon-app,2026/04/03,,칼바람 나락,사용자 설정,LOSE,27,2,,,,,,마참,,Morgana,모르가나,,,,,,
lol-naejeon-app,2026/04/03,,칼바람 나락,사용자 설정,WIN,28,1,,,,,,12시,,Kalista,칼리스타,,,,,,
lol-naejeon-app,2026/04/03,,칼바람 나락,사용자 설정,WIN,28,1,,,,,,11시,,Pantheon,판테온,,,,,,
lol-naejeon-app,2026/04/03,,칼바람 나락,사용자 설정,LOSE,28,2,,,,,,곰,,Akali,아칼리,,,,,,
lol-naejeon-app,2026/04/03,,칼바람 나락,사용자 설정,WIN,28,1,,,,,,귤아저씨,,Shyvana,쉬바나,,,,,,
lol-naejeon-app,2026/04/03,,칼바람 나락,사용자 설정,LOSE,28,2,,,,,,그리,,Nasus,나서스,,,,,,
lol-naejeon-app,2026/04/03,,칼바람 나락,사용자 설정,LOSE,28,2,,,,,,마참,,Xerath,제라스,,,,,,
lol-naejeon-app,2026/04/19,,칼바람 나락,사용자 설정,WIN,32,1,,,,,,12시,,Ashe,애쉬,,,,,,
lol-naejeon-app,2026/04/19,,칼바람 나락,사용자 설정,LOSE,32,2,,,,,,곰,,Garen,가렌,,,,,,
lol-naejeon-app,2026/04/19,,칼바람 나락,사용자 설정,LOSE,32,2,,,,,,엔디,,Malphite,말파이트,,,,,,
lol-naejeon-app,2026/04/19,,칼바람 나락,사용자 설정,WIN,32,1,,,,,,귤아저씨,,Gangplank,갱플랭크,,,,,,
lol-naejeon-app,2026/04/19,,칼바람 나락,사용자 설정,LOSE,32,2,,,,,,그리,,Zyra,자이라,,,,,,
lol-naejeon-app,2026/04/19,,칼바람 나락,사용자 설정,WIN,32,1,,,,,,마참,,Ornn,오른,,,,,,
lol-naejeon-app,2026/04/19,,칼바람 나락,사용자 설정,WIN,33,1,,,,,,12시,,Ahri,아리,,,,,,
lol-naejeon-app,2026/04/19,,칼바람 나락,사용자 설정,LOSE,33,2,,,,,,곰,,Akali,아칼리,,,,,,
lol-naejeon-app,2026/04/19,,칼바람 나락,사용자 설정,LOSE,33,2,,,,,,엔디,,Sejuani,세주아니,,,,,,
lol-naejeon-app,2026/04/19,,칼바람 나락,사용자 설정,WIN,33,1,,,,,,귤아저씨,,Urgot,우르곳,,,,,,
lol-naejeon-app,2026/04/19,,칼바람 나락,사용자 설정,LOSE,33,2,,,,,,그리,,Corki,코르키,,,,,,
lol-naejeon-app,2026/04/19,,칼바람 나락,사용자 설정,WIN,33,1,,,,,,마참,,RekSai,렉사이,,,,,,
